죄종별,항목,단위,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,행정구역
위치정보의보호및이용등에관한법률,발생건수[건],건,5.0,3,1.0,1,4,3,5,7,6,6,부산광역시
유기와학대의죄,발생건수[건],건,9.0,7,7.0,11,7,7,6,3,8,14,부산광역시
유선및도선사업법,발생건수[건],건,,,,-,-,-,-,-,-,-,부산광역시
음반·비디오물및게임물에관한법률,발생건수[건],건,,,,1,-,1,-,-,,,부산광역시
음악산업진흥에관한법률,발생건수[건],건,447.0,449,333.0,392,404,296,245,193,177,133,부산광역시
인질강요·살해·상해,발생건수[건],건,,,,1,-,-,-,-,-,-,부산광역시
일수와수리에관한죄,발생건수[건],건,,,,-,-,-,-,-,3,1,부산광역시
자동차관리법,발생건수[건],건,1361.0,1589,1478.0,1850,1773,1852,1605,1995,2696,2746,부산광역시
자동차손해배상보장법,발생건수[건],건,148.0,181,636.0,300,254,157,281,417,525,546,부산광역시
자연공원법,발생건수[건],건,,,,-,-,-,-,-,-,2,부산광역시
장물에관한죄,발생건수[건],건,1738.0,1013,908.0,462,456,287,159,179,73,29,부산광역시
장사등에관한법률,발생건수[건],건,,,,-,1,2,2,2,1,-,부산광역시
재난및안전관리기본법,발생건수[건],건,1.0,1,1.0,-,-,-,-,1,-,1,부산광역시
전기통신기본법,발생건수[건],건,10.0,10,2.0,7,39,23,70,159,330,355,부산광역시
전파법,발생건수[건],건,3.0,,2.0,1,3,4,2,-,-,1,부산광역시
정보통신망이용촉진및정보보호등에관한법률,발생건수[건],건,745.0,,,,,,,,,,부산광역시
정보통신망이용촉진및정보보호등에관한법률위반(개인정보누설등),발생건수[건],건,,64,25.0,16,19,3,3,2,1,1,부산광역시
정보통신망이용촉진및정보보호등에관한법률위반(명예훼손),발생건수[건],건,,243,280.0,331,279,363,428,616,673,655,부산광역시
정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등),발생건수[건],건,,104,148.0,128,116,118,111,120,101,147,부산광역시
정보통신망이용촉진및정보보호등에관한법률위반(기타),발생건수[건],건,,409,399.0,390,302,312,290,305,275,311,부산광역시
정신건강복지법,발생건수[건],건,,,,,2,2,1,-,-,-,부산광역시
주거침입의죄,발생건수[건],건,481.0,650,677.0,873,814,874,1056,1070,1141,1425,부산광역시
주민등록법,발생건수[건],건,259.0,300,181.0,142,141,143,109,164,129,104,부산광역시
주차장법,발생건수[건],건,25.0,23,33.0,17,129,7,41,4,1,1,부산광역시
집회및시위에관한법률,발생건수[건],건,13.0,6,9.0,17,38,5,14,17,14,17,부산광역시
채무자회생및파산에관한법률위반,발생건수[건],건,2.0,2,5.0,-,1,1,2,5,3,3,부산광역시
철도안전법,발생건수[건],건,3.0,3,3.0,1,4,13,14,18,15,19,부산광역시
청소년보호법,발생건수[건],건,626.0,573,570.0,563,566,496,516,458,299,336,부산광역시
총포·도검·화약류등의안전관리에관한법률,발생건수[건],건,21.0,34,31.0,94,39,37,24,51,22,24,부산광역시
축산물위생관리법,발생건수[건],건,259.0,129,79.0,52,57,15,8,12,7,11,부산광역시
출입국관리법,발생건수[건],건,45.0,34,40.0,49,63,57,78,50,30,30,부산광역시
통신비밀보호법,발생건수[건],건,6.0,15,6.0,8,11,18,18,19,11,14,부산광역시
특가법(무고),발생건수[건],건,,1,,-,1,-,-,-,-,-,부산광역시
특가법(장물),발생건수[건],건,151.0,37,,-,-,-,-,-,-,-,부산광역시
특경법(보고의무),발생건수[건],건,,,,-,-,-,-,-,-,-,부산광역시
폭력행위등처벌에관한법률위반(기타),발생건수[건],건,7.0,5,3.0,-,-,3,-,3,-,-,부산광역시
하수도법,발생건수[건],건,2.0,5,2.0,5,4,3,6,2,3,2,부산광역시
하천법,발생건수[건],건,3.0,16,16.0,4,6,3,4,7,2,5,부산광역시
학원의설립·운영및과외교섭에관한법률,발생건수[건],건,149.0,123,34.0,24,24,50,19,35,28,39,부산광역시
항만운송사업법,발생건수[건],건,,,,4,-,-,-,-,-,-,부산광역시
"허위감정,증거인멸·은닉,증인은닉죄",발생건수[건],건,3.0,1,6.0,7,2,5,11,11,16,7,부산광역시
형사소송법,발생건수[건],건,,2,,1,-,-,-,-,-,1,부산광역시
형의실효등에관한법률,발생건수[건],건,,,,-,-,-,2,2,1,-,부산광역시
화물자동차운수사업법,발생건수[건],건,129.0,177,206.0,86,89,120,78,96,58,67,부산광역시
기타,발생건수[건],건,830.0,917,987.0,840,1022,898,1215,926,813,893,부산광역시
총계,발생건수[건],건,96186.0,95753,98897.0,86150,75016,72341,75797,72373,67915,66786,대구광역시
강력범죄,발생건수[건],건,1379.0,1157,1082.0,1032,999,1132,1095,917,927,1027,대구광역시
살인기수,발생건수[건],건,12.0,17,13.0,18,16,9,14,15,11,16,대구광역시
살인,발생건수[건],건,11.0,14,11.0,14,15,5,8,12,8,11,대구광역시
영아살해,발생건수[건],건,1.0,1,,-,-,-,-,-,-,1,대구광역시
존속살해,발생건수[건],건,,1,2.0,1,-,2,3,2,2,3,대구광역시
촉탁·승낙살인,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
자살교사·방조,발생건수[건],건,,1,,3,1,2,3,-,1,-,대구광역시
위계·위력·촉탁·승낙살인,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
특가법(보복살인등),발생건수[건],건,,,,-,-,-,-,1,-,-,대구광역시
아동학대처벌법(아동학대살해),발생건수[건],건,,,,,,,,,-,1,대구광역시
살인미수등,발생건수[건],건,29.0,17,23.0,12,30,21,27,13,13,15,대구광역시
살인,발생건수[건],건,28.0,16,21.0,12,28,19,22,12,10,14,대구광역시
영아살해,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
존속살해,발생건수[건],건,,1,2.0,-,1,1,5,1,2,-,대구광역시
촉탁·승낙살인,발생건수[건],건,,,,-,-,1,-,-,-,-,대구광역시
자살교사·방조,발생건수[건],건,1.0,,,-,1,-,-,-,1,1,대구광역시
위계·위력·촉탁·승낙살인,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
강도,발생건수[건],건,113.0,63,60.0,51,37,44,30,33,23,31,대구광역시
강도,발생건수[건],건,10.0,8,8.0,10,4,7,4,6,2,3,대구광역시
준강도,발생건수[건],건,8.0,9,8.0,7,5,3,2,3,1,4,대구광역시
특수강도,발생건수[건],건,42.0,17,15.0,16,12,21,9,10,7,10,대구광역시
준특수강도,발생건수[건],건,,,,-,-,-,-,-,-,1,대구광역시
강도상해·치상,발생건수[건],건,50.0,27,26.0,17,15,10,11,13,12,12,대구광역시
강도살인·치사,발생건수[건],건,,1,1.0,-,1,-,2,-,-,-,대구광역시
해상강도(살인·치사·상해·치상),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
인질강도,발생건수[건],건,1.0,,,-,-,1,-,1,-,-,대구광역시
강도강간,발생건수[건],건,1.0,1,,1,-,1,1,-,-,1,대구광역시
(특수·인질·해상)강도(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
특가법(강도),발생건수[건],건,1.0,,,-,-,1,1,-,1,-,대구광역시
특가법(강도상해재범),발생건수[건],건,,,2.0,-,-,-,-,-,-,-,대구광역시
강간,발생건수[건],건,260.0,217,215.0,197,200,247,215,213,220,215,대구광역시
강간,발생건수[건],건,120.0,99,94.0,83,73,104,84,74,88,81,대구광역시
강간(상습),발생건수[건],건,,,,-,1,1,-,-,-,-,대구광역시
준강간,발생건수[건],건,16.0,28,23.0,34,49,53,47,42,40,37,대구광역시
준강간(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
강간상해·치상,발생건수[건],건,28.0,19,25.0,18,20,16,18,17,15,12,대구광역시
강간살인·치사,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
미성년자간음(심신미약자),발생건수[건],건,,,1.0,-,-,2,-,1,-,3,대구광역시
업무상위력에의한간음,발생건수[건],건,,2,,2,-,2,2,-,1,-,대구광역시
친족관계에의한강간,발생건수[건],건,8.0,5,4.0,2,5,5,6,10,8,3,대구광역시
장애인에대한강간·간음,발생건수[건],건,17.0,12,17.0,12,9,20,12,9,8,14,대구광역시
청소년에대한강간·간음,발생건수[건],건,42.0,32,28.0,26,28,31,21,33,24,27,대구광역시
미성년자의제강간,발생건수[건],건,3.0,1,2.0,3,1,1,4,13,25,25,대구광역시
13세미만미성년자강간·간음,발생건수[건],건,2.0,7,2.0,3,4,2,4,4,3,6,대구광역시
특수강간(준),발생건수[건],건,24.0,10,13.0,10,5,8,15,9,5,5,대구광역시
주거침입강간,발생건수[건],건,,,3.0,4,5,2,-,1,3,1,대구광역시
절도강간,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
특수강도강간,발생건수[건],건,,2,3.0,-,-,-,2,-,-,-,대구광역시
아동학대처벌법위반(상습강간·간음),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
16세미만아동·청소년간음,발생건수[건],건,,,,,,,,,-,1,대구광역시
유사강간,발생건수[건],건,4.0,12,21.0,37,26,29,39,28,34,43,대구광역시
유사강간,발생건수[건],건,3.0,5,10.0,29,14,12,19,13,18,23,대구광역시
유사강간(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
준유사강간,발생건수[건],건,,,,2,2,3,2,2,8,5,대구광역시
준유사강간(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
유사강간상해·치상,발생건수[건],건,1.0,,3.0,1,3,2,-,3,-,1,대구광역시
유사강간살인·치사,발생건수[건],건,,1,1.0,-,-,-,-,-,-,-,대구광역시
미성년자의제유사강간,발생건수[건],건,,,,-,-,-,-,1,-,2,대구광역시
유사성행위,발생건수[건],건,,6,7.0,5,7,12,18,9,7,12,대구광역시
주거침입유사강간,발생건수[건],건,,,,-,-,-,-,-,1,-,대구광역시
절도유사강간,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
특수강도유사강간,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
아동학대처벌법위반(상습유사강간),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
강제추행,발생건수[건],건,807.0,680,645.0,634,611,694,697,552,561,647,대구광역시
강제추행,발생건수[건],건,575.0,396,441.0,452,426,509,506,394,404,486,대구광역시
강제추행(상습),발생건수[건],건,,,5.0,-,1,-,-,3,-,-,대구광역시
준강제추행,발생건수[건],건,14.0,20,24.0,30,22,20,25,19,18,26,대구광역시
준강제추행(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
강제추행상해·치상,발생건수[건],건,14.0,18,13.0,8,4,11,12,3,4,3,대구광역시
강제추행살인·치사,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
업무상위력등에의한추행,발생건수[건],건,8.0,15,14.0,10,14,8,9,9,12,10,대구광역시
친족관계에의한강제추행,발생건수[건],건,26.0,21,16.0,11,15,7,15,14,8,11,대구광역시
장애인에대한강제추행·추행,발생건수[건],건,13.0,11,13.0,13,18,19,12,16,17,10,대구광역시
청소년에대한강제추행·추행,발생건수[건],건,98.0,94,64.0,59,57,72,56,50,43,37,대구광역시
미성년자추행(심신미약자),발생건수[건],건,2.0,,,-,-,-,-,-,-,1,대구광역시
미성년자의제강제추행,발생건수[건],건,,,,-,-,-,-,2,1,7,대구광역시
13세미만미성년자강제추행·추행,발생건수[건],건,25.0,38,31.0,23,14,28,34,25,28,33,대구광역시
공중밀집장소에서의추행,발생건수[건],건,23.0,62,19.0,22,35,16,21,12,18,11,대구광역시
특수강제추행(준),발생건수[건],건,9.0,4,2.0,-,1,4,3,1,-,4,대구광역시
주거침입강제추행,발생건수[건],건,,1,3.0,6,4,-,4,4,7,5,대구광역시
절도강제추행,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
특수강도강제추행,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
아동학대처벌법위반(상습강제추행·추행),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
16세미만아동·청소년추행,발생건수[건],건,,,,,,,,,1,3,대구광역시
기타 강간·강제추행 등,발생건수[건],건,77.0,70,19.0,15,8,19,11,11,11,10,대구광역시
강간등상해·치상,발생건수[건],건,11.0,12,7.0,6,-,5,6,5,6,4,대구광역시
강간등살인·치사,발생건수[건],건,2.0,,,-,-,-,-,1,-,-,대구광역시
친족관계에의한강간등,발생건수[건],건,,,,-,-,-,-,1,-,-,대구광역시
장애인에대한준강간등,발생건수[건],건,6.0,3,1.0,2,-,1,1,1,-,-,대구광역시
청소년에대한강간등,발생건수[건],건,41.0,16,8.0,5,7,9,3,2,4,5,대구광역시
미성년자의제강간등,발생건수[건],건,,,,-,-,-,-,-,,,대구광역시
13세미만미성년자강간등,발생건수[건],건,6.0,3,,-,-,4,1,-,-,1,대구광역시
주거침입강간등,발생건수[건],건,6.0,8,,1,1,-,-,1,1,-,대구광역시
절도강간등,발생건수[건],건,,,,1,-,-,-,-,-,-,대구광역시
특수강도강간등,발생건수[건],건,5.0,28,3.0,-,-,-,-,-,-,-,대구광역시
성폭력범죄의처벌및피해자보호등에관한법률위반,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
방화,발생건수[건],건,77.0,81,86.0,68,71,69,62,52,54,50,대구광역시
방화,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
현주·공용건조물등방화,발생건수[건],건,48.0,47,48.0,42,43,46,30,30,32,22,대구광역시
현주건조물등방화치상,발생건수[건],건,2.0,1,5.0,-,-,1,4,1,3,-,대구광역시
현주건조물등방화치사,발생건수[건],건,1.0,,1.0,1,1,1,-,2,-,3,대구광역시
일반건조물등방화,발생건수[건],건,19.0,20,24.0,14,22,17,20,16,16,16,대구광역시
자기소유건조물등방화,발생건수[건],건,,2,3.0,3,1,2,2,1,-,1,대구광역시
방화연소,발생건수[건],건,3.0,1,1.0,-,-,1,-,2,-,1,대구광역시
진화방해,발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
폭발성물건파열(치사·상),발생건수[건],건,,,,1,-,-,-,-,1,-,대구광역시
폭발성물건파열(과실),발생건수[건],건,1.0,,1.0,1,-,-,1,-,-,1,대구광역시
가스등방출(치사·상),발생건수[건],건,,,3.0,-,1,1,2,-,2,2,대구광역시
가스등방출(과실),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
가스등공급사용방해(치사·상),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
가스등공급사용방해(과실),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
자동차방화,발생건수[건],건,3.0,10,,6,3,-,3,-,-,4,대구광역시
절도범죄,발생건수[건],건,17465.0,14603,12767.0,9180,8311,8179,9253,8672,9305,9787,대구광역시
절도,발생건수[건],건,14963.0,12479,10982.0,7991,7291,7332,8392,7928,8461,8919,대구광역시
절도(상습),발생건수[건],건,4.0,22,405.0,206,126,39,37,47,50,8,대구광역시
특수절도,발생건수[건],건,1267.0,896,944.0,630,526,494,525,400,404,446,대구광역시
특수절도(상습),발생건수[건],건,,5,29.0,22,11,-,1,1,-,52,대구광역시
야간주거침입절도,발생건수[건],건,247.0,281,295.0,209,273,190,203,175,235,208,대구광역시
야간주거침입절도(상습),발생건수[건],건,,4,38.0,52,31,2,5,-,-,-,대구광역시
불법사용,발생건수[건],건,4.0,17,19.0,33,20,18,21,16,25,27,대구광역시
불법사용(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
특가법(절도),발생건수[건],건,979.0,899,55.0,37,33,104,69,105,130,127,대구광역시
특가법(단체등의조직),발생건수[건],건,1.0,,,-,-,-,-,-,-,-,대구광역시
폭력범죄,발생건수[건],건,14212.0,13726,14712.0,14564,13696,13377,13388,12281,11011,11364,대구광역시
상해,발생건수[건],건,3317.0,2954,2737.0,2865,2782,2521,2234,1970,1686,1569,대구광역시
상해,발생건수[건],건,3294.0,2940,2715.0,2829,2747,2499,2198,1946,1657,1543,대구광역시
상해(중),발생건수[건],건,3.0,1,,4,1,3,1,1,-,1,대구광역시
상해(상습),발생건수[건],건,,,,2,-,1,2,-,-,-,대구광역시
상해(상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
상해치사,발생건수[건],건,5.0,1,5.0,1,5,2,2,2,1,-,대구광역시
존속상해,발생건수[건],건,15.0,12,16.0,22,22,12,24,15,23,12,대구광역시
존속상해(중),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
존속상해(상습),발생건수[건],건,,,,-,-,-,-,-,1,-,대구광역시
존속상해(상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,대구광역시
존속상해치사,발생건수[건],건,,,,-,-,-,1,1,-,-,대구광역시
특가법(보복상해등),발생건수[건],건,,,1.0,4,-,-,2,-,-,1,대구광역시
아동학대처벌법위반(상습상해),발생건수[건],건,,,,1,1,1,-,1,-,-,대구광역시
특수상해,발생건수[건],건,,,,1,1,-,-,1,1,4,대구광역시
특수상해(중),발생건수[건],건,,,,-,-,-,-,-,-,1,대구광역시
특수상해(상습),발생건수[건],건,,,,1,1,-,-,-,-,-,대구광역시
존속상해(특수·특수중),발생건수[건],건,,,,-,4,3,4,3,3,7,대구광역시
폭행,발생건수[건],건,5308.0,5272,6612.0,7457,6885,6823,6842,6059,5359,5631,대구광역시
폭행,발생건수[건],건,5017.0,4968,6250.0,6887,6370,6203,6203,5446,4617,4874,대구광역시
폭행(상습),발생건수[건],건,,,3.0,3,2,3,-,1,-,-,대구광역시
폭행치상,발생건수[건],건,21.0,31,46.0,72,49,68,68,69,67,57,대구광역시
